farm_id,day,age_days,house_size_birds,temperature_c,humidity_pct,ammonia_ppm,feed_kg_per_1000birds,water_L_per_1000birds,chicks_died
Farm_H,47,47,9154,20.5,90.0,41.4,134.7,451.4,10
Farm_H,48,48,9154,20.5,90.0,41.8,136.7,460.0,10
Farm_H,49,49,9155,20.5,90.0,42.2,138.5,468.1,10
Farm_H,50,50,9155,20.5,90.0,42.5,140.7,478.4,10
Farm_I,1,1,17034,32.07,54.6,4.2,12.6,31.5,3
Farm_I,2,2,16283,31.91,56.9,4.4,11.6,33.2,3
Farm_I,3,3,16709,32.54,52.8,3.1,14.4,38.5,2
Farm_I,4,4,16562,31.16,53.4,3.4,19.2,46.2,2
Farm_I,5,5,16485,30.79,55.3,3.8,22.0,55.0,2
Farm_I,6,6,16607,30.08,55.0,4.4,24.5,60.0,2
Farm_I,7,7,16555,29.35,57.2,5.6,26.1,65.0,1
Farm_I,8,8,16475,29.17,57.6,5.8,28.6,72.0,1
Farm_I,9,9,16518,28.56,57.0,6.0,32.0,80.5,1
Farm_I,10,10,16508,28.43,57.8,6.5,34.3,89.2,1
Farm_I,11,11,16568,28.0,56.7,6.8,35.6,93.2,1
Farm_I,12,12,16587,27.34,59.6,7.8,40.8,107.7,1
Farm_I,13,13,16546,26.37,56.7,8.4,42.8,116.8,1
Farm_I,14,14,16558,26.37,60.4,8.5,46.2,126.9,1
Farm_I,15,15,16549,25.93,65.1,9.3,48.2,136.7,1
Farm_I,16,16,16556,25.62,56.7,9.1,52.9,151.6,2
Farm_I,17,17,16543,24.79,61.5,10.2,56.6,158.0,2
Farm_I,18,18,16551,24.42,60.4,10.5,59.6,166.8,2
Farm_I,19,19,16567,24.39,59.7,10.2,62.3,176.7,2
Farm_I,20,20,16558,24.16,61.3,10.8,65.0,187.0,2
Farm_I,21,21,16565,24.0,60.8,11.0,68.8,195.8,2
Farm_I,22,22,16550,23.99,61.5,11.9,71.5,205.8,2
Farm_I,23,23,16560,23.49,62.6,12.1,73.6,215.8,1
Farm_I,24,24,16555,23.6,65.4,13.0,76.7,227.2,1
Farm_I,25,25,16555,22.47,63.5,13.5,79.6,236.7,1
Farm_I,26,26,16554,23.43,64.5,14.1,82.1,247.1,1
Farm_I,27,27,16557,21.94,62.9,13.2,86.2,257.2,2
Farm_I,28,28,16553,23.19,63.1,14.2,89.2,267.0,2
Farm_I,29,29,16557,21.3,65.5,14.9,92.1,276.5,8
Farm_I,30,30,16555,21.05,64.0,15.5,95.0,286.0,8
Farm_I,31,31,16557,21.35,66.8,16.1,97.5,296.4,10
Farm_I,32,32,16555,20.5,66.2,16.5,100.2,306.9,10
Farm_I,33,33,16555,20.5,66.7,17.2,102.3,315.2,10
Farm_I,34,34,16556,20.5,69.4,17.9,104.9,325.5,10
Farm_I,35,35,16555,20.5,69.0,18.4,107.4,334.9,10
Farm_I,36,36,16556,20.5,68.7,19.1,110.0,344.7,10
Farm_I,37,37,16555,20.5,71.3,19.7,112.7,355.1,10
Farm_I,38,38,16555,20.5,72.2,20.0,115.1,364.1,10
Farm_I,39,39,16556,20.5,72.7,20.4,117.0,372.8,10
Farm_I,40,40,16555,20.5,73.7,21.2,119.5,382.2,10
Farm_I,41,41,16555,20.5,74.7,21.8,121.7,391.6,10
Farm_I,42,42,16555,20.5,74.5,22.0,123.9,401.3,10
Farm_I,43,43,16555,20.5,75.7,22.4,126.2,410.7,10
Farm_I,44,44,16555,20.5,76.6,22.8,128.3,419.3,10
Farm_I,45,45,16555,20.5,77.4,23.2,130.5,428.5,10
Farm_I,46,46,16555,20.5,78.0,23.7,132.4,437.4,10
Farm_I,47,47,16555,20.5,78.5,24.1,135.0,447.8,10
Farm_I,48,48,16555,20.5,79.1,24.5,136.9,455.8,10
Farm_I,49,49,16555,20.5,79.5,25.0,138.7,464.8,10
Farm_I,50,50,16555,20.5,80.0,25.4,141.1,475.2,10
